filenames,rsid,round,samples,zi,zf
D:\Ru\dab_images\Round1\Sample1\CC.ome_x43_y40.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x44_y33.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x44_y34.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x44_y35.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x44_y36.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x44_y37.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x44_y38.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x44_y39.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x44_y40.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x45_y33.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x45_y34.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x45_y35.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x45_y36.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x45_y37.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x45_y38.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x45_y39.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x45_y40.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x46_y34.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x46_y35.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x46_y36.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x46_y37.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x46_y38.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x46_y39.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x47_y34.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x47_y35.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x47_y36.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x47_y37.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x47_y38.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y14.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y15.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y16.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y17.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y18.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y19.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y20.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y21.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y22.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y24.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y25.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y26.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y27.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y28.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y29.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x4_y30.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y14.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y15.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y16.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y17.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y18.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y19.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y20.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y21.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y22.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y23.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y24.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y25.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y26.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y27.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y28.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y29.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x5_y30.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y14.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y15.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y16.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y17.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y18.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y19.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y20.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y21.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y22.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y23.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y24.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y25.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y26.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y27.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y28.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y29.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y30.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x6_y31.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y15.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y16.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y17.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y18.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y19.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y20.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y21.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y22.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y23.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y25.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y26.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y27.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y28.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y29.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y30.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y31.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x7_y32.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y15.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y16.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y17.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y18.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y19.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y20.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y21.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y26.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y27.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y28.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y29.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y30.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y31.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x8_y32.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y16.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y17.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y18.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y19.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y20.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y26.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y27.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y28.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y29.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y30.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y31.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample1\CC.ome_x9_y32.tif,1.01,Round1,Sample1,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y10.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y11.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y15.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y16.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y2.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y3.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y4.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y5.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y6.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y7.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y8.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x10_y9.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y10.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y11.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y14.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y15.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y16.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y2.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y3.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y4.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y5.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y6.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y7.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y8.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x11_y9.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x12_y10.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x12_y11.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x12_y12.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x12_y14.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x12_y15.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x12_y16.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x12_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x12_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x12_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x12_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x13_y12.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x13_y13.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x13_y14.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x13_y15.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x13_y16.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x13_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x13_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x13_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x13_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x13_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x14_y13.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x14_y14.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x14_y15.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x14_y16.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x14_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x14_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x14_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x14_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x14_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x15_y14.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x15_y15.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x15_y16.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x15_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x15_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x15_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x15_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x15_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x15_y22.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x16_y15.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x16_y16.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x16_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x16_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x16_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x16_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x16_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x16_y22.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x16_y23.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x17_y16.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x17_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x17_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x17_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x17_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x17_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x17_y22.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x17_y23.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x18_y16.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x18_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x18_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x18_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x18_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x18_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x18_y22.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x18_y23.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x19_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x19_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x19_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x19_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x19_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x19_y22.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x19_y23.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x19_y24.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x1_y10.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x1_y11.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x1_y12.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x1_y13.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x1_y9.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x20_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x20_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x20_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x20_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x20_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x20_y22.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x20_y23.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x20_y24.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x21_y17.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x21_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x21_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x21_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x21_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x21_y22.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x21_y23.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x21_y24.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x21_y25.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x22_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x22_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x22_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x22_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x22_y22.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x22_y23.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x22_y24.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x22_y25.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x22_y26.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x22_y27.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x23_y18.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x23_y19.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x23_y20.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x23_y21.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x23_y22.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x23_y23.tif,1.02,Round1,Sample2,1,1
D:\Ru\dab_images\Round1\Sample2\SN.ome_x23_y24.tif,1.02,Round1,Sample2,1,1
