filenames,rsid,zi,zf,Name of person
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_2\Sample9_2_MMStack_Pos-1-1.ome.tif,7.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_2\Sample9_2_MMStack_Pos-1-2.ome.tif,7.09,1,11,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_2\Sample9_2_MMStack_Pos-2-0.ome.tif,7.09,1,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_2\Sample9_2_MMStack_Pos-2-1.ome.tif,7.09,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_2\Sample9_2_MMStack_Pos-2-2.ome.tif,7.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_3\Sample9_3_MMStack_Pos-0-0.ome.tif,7.09,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_3\Sample9_3_MMStack_Pos-0-1.ome.tif,7.09,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_3\Sample9_3_MMStack_Pos-0-2.ome.tif,7.09,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_3\Sample9_3_MMStack_Pos-1-0.ome.tif,7.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_3\Sample9_3_MMStack_Pos-1-1.ome.tif,7.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_3\Sample9_3_MMStack_Pos-1-2.ome.tif,7.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_3\Sample9_3_MMStack_Pos-2-0.ome.tif,7.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_3\Sample9_3_MMStack_Pos-2-1.ome.tif,7.09,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_3\Sample9_3_MMStack_Pos-2-2.ome.tif,7.09,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_4\Sample9_4_MMStack_Pos-0-0.ome.tif,7.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_4\Sample9_4_MMStack_Pos-0-1.ome.tif,7.09,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_4\Sample9_4_MMStack_Pos-0-2.ome.tif,7.09,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_4\Sample9_4_MMStack_Pos-1-0.ome.tif,7.09,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_4\Sample9_4_MMStack_Pos-1-1.ome.tif,7.09,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_4\Sample9_4_MMStack_Pos-1-2.ome.tif,7.09,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_4\Sample9_4_MMStack_Pos-2-0.ome.tif,7.09,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_4\Sample9_4_MMStack_Pos-2-1.ome.tif,7.09,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round7\Sample9\Sample9_4\Sample9_4_MMStack_Pos-2-2.ome.tif,7.09,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10\Sample10_MMStack_Pos-0-0.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10\Sample10_MMStack_Pos-0-1.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10\Sample10_MMStack_Pos-0-2.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10\Sample10_MMStack_Pos-1-0.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10\Sample10_MMStack_Pos-1-1.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10\Sample10_MMStack_Pos-1-2.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10\Sample10_MMStack_Pos-2-0.ome.tif,8.1,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10\Sample10_MMStack_Pos-2-1.ome.tif,8.1,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10\Sample10_MMStack_Pos-2-2.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_2\Sample10_2_MMStack_Pos-0-0.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_2\Sample10_2_MMStack_Pos-0-1.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_2\Sample10_2_MMStack_Pos-0-2.ome.tif,8.1,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_2\Sample10_2_MMStack_Pos-1-0.ome.tif,8.1,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_2\Sample10_2_MMStack_Pos-1-1.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_2\Sample10_2_MMStack_Pos-1-2.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_2\Sample10_2_MMStack_Pos-2-0.ome.tif,8.1,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_2\Sample10_2_MMStack_Pos-2-1.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_2\Sample10_2_MMStack_Pos-2-2.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_3\Sample10_3_MMStack_Pos-0-0.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_3\Sample10_3_MMStack_Pos-0-1.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_3\Sample10_3_MMStack_Pos-0-2.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_3\Sample10_3_MMStack_Pos-1-0.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_3\Sample10_3_MMStack_Pos-1-1.ome.tif,8.1,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_3\Sample10_3_MMStack_Pos-1-2.ome.tif,8.1,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_3\Sample10_3_MMStack_Pos-2-0.ome.tif,8.1,4,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_3\Sample10_3_MMStack_Pos-2-1.ome.tif,8.1,1,13,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample10\Sample10_3\Sample10_3_MMStack_Pos-2-2.ome.tif,8.1,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11\Sample11_MMStack_Pos-0-0.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11\Sample11_MMStack_Pos-0-1.ome.tif,8.11,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11\Sample11_MMStack_Pos-0-2.ome.tif,8.11,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11\Sample11_MMStack_Pos-1-0.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11\Sample11_MMStack_Pos-1-1.ome.tif,8.11,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11\Sample11_MMStack_Pos-1-2.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11\Sample11_MMStack_Pos-2-0.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11\Sample11_MMStack_Pos-2-1.ome.tif,8.11,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11\Sample11_MMStack_Pos-2-2.ome.tif,8.11,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_2\Sample11_2_MMStack_Pos-0-0.ome.tif,8.11,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_2\Sample11_2_MMStack_Pos-0-1.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_2\Sample11_2_MMStack_Pos-0-2.ome.tif,8.11,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_2\Sample11_2_MMStack_Pos-1-0.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_2\Sample11_2_MMStack_Pos-1-1.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_2\Sample11_2_MMStack_Pos-1-2.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_2\Sample11_2_MMStack_Pos-2-0.ome.tif,8.11,5,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_2\Sample11_2_MMStack_Pos-2-1.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_2\Sample11_2_MMStack_Pos-2-2.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_3\Sample11_3_MMStack_Pos-0-0.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_3\Sample11_3_MMStack_Pos-0-1.ome.tif,8.11,1,14,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_3\Sample11_3_MMStack_Pos-0-2.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_3\Sample11_3_MMStack_Pos-1-0.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_3\Sample11_3_MMStack_Pos-1-1.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_3\Sample11_3_MMStack_Pos-1-2.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_3\Sample11_3_MMStack_Pos-2-0.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_3\Sample11_3_MMStack_Pos-2-1.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample11\Sample11_3\Sample11_3_MMStack_Pos-2-2.ome.tif,8.11,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12\Sample12_MMStack_Pos-0-0.ome.tif,8.12,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12\Sample12_MMStack_Pos-0-1.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12\Sample12_MMStack_Pos-0-2.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12\Sample12_MMStack_Pos-2-0.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12\Sample12_MMStack_Pos-2-1.ome.tif,8.12,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12\Sample12_MMStack_Pos-2-2.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_2\Sample12_2_MMStack_Pos-0-0.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_2\Sample12_2_MMStack_Pos-0-1.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_2\Sample12_2_MMStack_Pos-0-2.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_2\Sample12_2_MMStack_Pos-1-0.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_2\Sample12_2_MMStack_Pos-1-1.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_2\Sample12_2_MMStack_Pos-1-2.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_2\Sample12_2_MMStack_Pos-2-0.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_2\Sample12_2_MMStack_Pos-2-1.ome.tif,8.12,1,15,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_2\Sample12_2_MMStack_Pos-2-2.ome.tif,8.12,1,16,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_3\Sample12_3_MMStack_Pos-0-0.ome.tif,8.12,2,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_3\Sample12_3_MMStack_Pos-0-1.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_3\Sample12_3_MMStack_Pos-0-2.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_3\Sample12_3_MMStack_Pos-1-0.ome.tif,8.12,3,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_3\Sample12_3_MMStack_Pos-1-1.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_3\Sample12_3_MMStack_Pos-1-2.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_3\Sample12_3_MMStack_Pos-2-0.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_3\Sample12_3_MMStack_Pos-2-1.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample12\Sample12_3\Sample12_3_MMStack_Pos-2-2.ome.tif,8.12,1,17,Jonathan
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13\Sample13_MMStack_Pos-0-0.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13\Sample13_MMStack_Pos-0-1.ome.tif,8.13,1,15,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13\Sample13_MMStack_Pos-0-2.ome.tif,8.13,1,13,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13\Sample13_MMStack_Pos-1-0.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13\Sample13_MMStack_Pos-1-1.ome.tif,8.13,1,16,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13\Sample13_MMStack_Pos-1-2.ome.tif,8.13,1,13,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13\Sample13_MMStack_Pos-2-0.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13\Sample13_MMStack_Pos-2-1.ome.tif,8.13,1,16,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13\Sample13_MMStack_Pos-2-2.ome.tif,8.13,1,13,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_2\Sample13_2_MMStack_Pos-0-0.ome.tif,8.13,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_2\Sample13_2_MMStack_Pos-0-1.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_2\Sample13_2_MMStack_Pos-0-2.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_2\Sample13_2_MMStack_Pos-1-0.ome.tif,8.13,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_2\Sample13_2_MMStack_Pos-1-1.ome.tif,8.13,1,16,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_2\Sample13_2_MMStack_Pos-1-2.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_2\Sample13_2_MMStack_Pos-2-0.ome.tif,8.13,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_2\Sample13_2_MMStack_Pos-2-2.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_3\Sample13_3_MMStack_Pos-0-0.ome.tif,8.13,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_3\Sample13_3_MMStack_Pos-0-1.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_3\Sample13_3_MMStack_Pos-0-2.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_3\Sample13_3_MMStack_Pos-1-0.ome.tif,8.13,4,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_3\Sample13_3_MMStack_Pos-1-1.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_3\Sample13_3_MMStack_Pos-1-2.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_3\Sample13_3_MMStack_Pos-2-0.ome.tif,8.13,4,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_3\Sample13_3_MMStack_Pos-2-1.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample13\Sample13_3\Sample13_3_MMStack_Pos-2-2.ome.tif,8.13,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14\Sample14_MMStack_Pos-0-0.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14\Sample14_MMStack_Pos-0-1.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14\Sample14_MMStack_Pos-0-2.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14\Sample14_MMStack_Pos-1-0.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14\Sample14_MMStack_Pos-1-1.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14\Sample14_MMStack_Pos-1-2.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14\Sample14_MMStack_Pos-2-0.ome.tif,8.14,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14\Sample14_MMStack_Pos-2-1.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14\Sample14_MMStack_Pos-2-2.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_2\Sample14_2_MMStack_Pos-0-0.ome.tif,8.14,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_2\Sample14_2_MMStack_Pos-0-1.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_2\Sample14_2_MMStack_Pos-0-2.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_2\Sample14_2_MMStack_Pos-1-0.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_2\Sample14_2_MMStack_Pos-1-1.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_2\Sample14_2_MMStack_Pos-1-2.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_2\Sample14_2_MMStack_Pos-2-0.ome.tif,8.14,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_2\Sample14_2_MMStack_Pos-2-1.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_2\Sample14_2_MMStack_Pos-2-2.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_3\Sample14_3_MMStack_Pos-0-0.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_3\Sample14_3_MMStack_Pos-0-1.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_3\Sample14_3_MMStack_Pos-0-2.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_3\Sample14_3_MMStack_Pos-1-0.ome.tif,8.14,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_3\Sample14_3_MMStack_Pos-1-1.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_3\Sample14_3_MMStack_Pos-1-2.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_3\Sample14_3_MMStack_Pos-2-0.ome.tif,8.14,3,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_3\Sample14_3_MMStack_Pos-2-1.ome.tif,8.14,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample14\Sample14_3\Sample14_3_MMStack_Pos-2-2.ome.tif,8.14,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15\Sample15_MMStack_Pos-0-0.ome.tif,8.15,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15\Sample15_MMStack_Pos-0-1.ome.tif,8.15,1,15,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15\Sample15_MMStack_Pos-0-2.ome.tif,8.15,1,14,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15\Sample15_MMStack_Pos-1-0.ome.tif,8.15,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15\Sample15_MMStack_Pos-1-1.ome.tif,8.15,1,16,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15\Sample15_MMStack_Pos-1-2.ome.tif,8.15,1,11,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15\Sample15_MMStack_Pos-2-0.ome.tif,8.15,2,16,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15\Sample15_MMStack_Pos-2-1.ome.tif,8.15,1,15,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15\Sample15_MMStack_Pos-2-2.ome.tif,8.15,1,14,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_2\Sample15_2_MMStack_Pos-0-0.ome.tif,8.15,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_2\Sample15_2_MMStack_Pos-0-1.ome.tif,8.15,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_2\Sample15_2_MMStack_Pos-0-2.ome.tif,8.15,1,16,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_2\Sample15_2_MMStack_Pos-1-0.ome.tif,8.15,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_2\Sample15_2_MMStack_Pos-1-1.ome.tif,8.15,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_2\Sample15_2_MMStack_Pos-1-2.ome.tif,8.15,1,16,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_2\Sample15_2_MMStack_Pos-2-0.ome.tif,8.15,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_2\Sample15_2_MMStack_Pos-2-1.ome.tif,8.15,2,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_2\Sample15_2_MMStack_Pos-2-2.ome.tif,8.15,1,15,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_3\Sample15_3_MMStack_Pos-0-0.ome.tif,8.15,1,17,Becs
D:\Becs\Becs_pilot_data\Pilot - Week4 Round8\Sample15\Sample15_3\Sample15_3_MMStack_Pos-0-1.ome.tif,8.15,1,17,Becs
